week,year,Pos,Team,H.A,Oppt,DKP,DKSalary,player
17,2014,WR,DEN,h,LV,22.5,8500,Demaryius Thomas
17,2014,WR,ATL,h,CAR,20.4,6300,Roddy White
17,2014,WR,DET,a,GB,19.9,8700,Calvin Johnson
17,2014,WR,BAL,h,CLE,18.3,5300,Torrey Smith
17,2014,WR,BAL,h,CLE,17,4200,Steve Smith
17,2014,WR,WAS,h,DAL,16.6,5800,DeSean Jackson
17,2014,WR,TB,h,NO,16.4,6100,Mike Evans
17,2014,WR,SF,h,ARI,16.1,5400,Anquan Boldin
17,2014,WR,MIN,h,CHI,15.8,3000,Adam Thielen
17,2014,WR,CIN,a,PIT,15.2,8300,AJ Green
17,2014,WR,JAX,a,HOU,14.62,3200,Cecil Shorts
17,2014,WR,GB,h,DET,14.6,8400,Jordy Nelson
17,2014,WR,MIA,h,NYJ,14.4,3000,Brian Hartline
17,2014,WR,BUF,a,NE,13.9,4400,Robert Woods
17,2014,WR,SDG,a,KC,13.5,5500,Eddie Royal
17,2014,WR,DEN,h,LV,13.3,7000,Emmanuel Sanders
17,2014,WR,NO,a,TB,13.2,6000,Kenny Stills
17,2014,WR,NO,a,TB,13.1,5600,Marques Colston
17,2014,WR,NYJ,a,MIA,12.9,3000,Chris Owusu
17,2014,WR,SDG,a,KC,12.9,3800,Dontrelle Inman
17,2014,WR,NE,h,BUF,12.3,5700,Brandon LaFell
17,2014,WR,DAL,a,WAS,11.7,3500,Cole Beasley
17,2014,WR,IND,a,TEN,11.1,3900,Reggie Wayne
17,2014,WR,SEA,h,STL,11,3300,Paul Richardson
17,2014,WR,MIA,h,NYJ,10.5,5400,Jarvis Landry
17,2014,WR,TEN,h,IND,9.9,5200,Kendall Wright
17,2014,WR,ATL,h,CAR,9.8,8100,Julio Jones
17,2014,WR,DAL,a,WAS,9.8,3500,Terrance Williams
17,2014,WR,CLE,a,BAL,9.6,3000,Taylor Gabriel
17,2014,WR,BAL,h,CLE,9.3,3000,Kamar Aiken
17,2014,WR,BUF,a,NE,9.2,5400,Sammy Watkins
17,2014,WR,PIT,h,CIN,9.1,3900,Martavis Bryant
17,2014,WR,ARI,a,SF,9.1,3000,John Brown
17,2014,WR,SF,h,ARI,8.1,4100,Michael Crabtree
17,2014,WR,SEA,h,STL,8.1,4800,Doug Baldwin
17,2014,WR,PHI,a,NYG,7.9,6100,Jeremy Maclin
17,2014,WR,CAR,a,ATL,7.9,3000,Philly Brown
17,2014,WR,NE,h,BUF,7.9,3000,Brian Tyms
17,2014,WR,STL,a,SEA,7.8,4000,Kenny Britt
17,2014,WR,ATL,h,CAR,7.8,5000,Harry Douglas
17,2014,WR,IND,a,TEN,7.6,4000,Hakeem Nicks
17,2014,WR,DET,a,GB,7.5,6000,Golden Tate
17,2014,WR,MIN,h,CHI,7.5,4300,Greg Jennings
17,2014,WR,CLE,a,BAL,7.3,3300,Andrew Hawkins
17,2014,WR,WAS,h,DAL,7.3,4600,Pierre Garcon
17,2014,WR,ATL,h,CAR,7.2,3500,Devin Hester
17,2014,WR,NE,h,BUF,6.4,4200,Danny Amendola
17,2014,WR,HOU,h,JAX,6.3,3000,Damaris Johnson
17,2014,WR,DEN,h,LV,6.2,3700,Wes Welker
17,2014,WR,KC,h,SDG,6,3600,Dwayne Bowe
17,2014,WR,SDG,a,KC,5.9,4600,Malcom Floyd
17,2014,WR,PHI,a,NYG,5.7,4300,Riley Cooper
17,2014,WR,MIA,h,NYJ,5.7,3000,Brandon Gibson
17,2014,WR,CAR,a,ATL,5.5,3500,Jerricho Cotchery
17,2014,WR,WAS,h,DAL,5.5,3000,Santana Moss
17,2014,WR,CHI,a,MIN,5.4,7500,Alshon Jeffery
17,2014,WR,SEA,h,STL,5.4,3000,Kevin Norwood
17,2014,WR,NYJ,a,MIA,5.4,3700,Jeremy Kerley
17,2014,WR,DET,a,GB,5.3,3000,Jeremy Ross
17,2014,WR,MIN,h,CHI,5.3,3300,Jarius Wright
17,2014,WR,ARI,a,SF,4.9,4700,Larry Fitzgerald
17,2014,WR,PIT,h,CIN,4.7,3000,Markus Wheaton
17,2014,WR,IND,a,TEN,4.6,4600,Donte Moncrief
17,2014,WR,SF,h,ARI,4.5,3000,Quinton Patton
17,2014,WR,CIN,a,PIT,4.2,3000,Brandon Tate
17,2014,WR,NYG,h,PHI,4,3000,Preston Parker
17,2014,WR,STL,a,SEA,3.8,3000,Chris Givens
17,2014,WR,PIT,h,CIN,3.8,3000,Dri Archer
17,2014,WR,CHI,a,MIN,3.8,4300,Marquess Wilson
17,2014,WR,LV,a,DEN,3.7,3500,James Jones
17,2014,WR,TEN,h,IND,3.6,3000,Derek Hagan
17,2014,WR,JAX,a,HOU,3.5,3400,Allen Hurns
17,2014,WR,JAX,a,HOU,3.4,3000,Ace Sanders
17,2014,WR,STL,a,SEA,3.4,3200,Tavon Austin
17,2014,WR,NO,a,TB,3.4,3300,Nick Toon
17,2014,WR,TB,h,NO,3.3,3000,Tavarres King
17,2014,WR,CHI,a,MIN,3.2,3000,Josh Morgan
17,2014,WR,MIN,h,CHI,3.1,4600,Charles Johnson
17,2014,WR,LV,a,DEN,3,3600,Andre Holmes
17,2014,WR,JAX,a,HOU,2.8,4200,Marqise Lee
17,2014,WR,STL,a,SEA,2.7,4200,Stedman Bailey
17,2014,WR,BAL,h,CLE,2.7,3000,Michael Campanaro
17,2014,WR,BAL,h,CLE,2.7,3000,Marlon Brown
17,2014,WR,NO,a,TB,2.6,3000,Robert Meachem
17,2014,WR,CIN,a,PIT,2.6,4000,Mohamed Sanu
17,2014,WR,HOU,h,JAX,2.5,5900,DeAndre Hopkins
17,2014,WR,SF,h,ARI,2.4,3000,Brandon Lloyd
17,2014,WR,DEN,h,LV,2.4,3000,Cody Latimer
17,2014,WR,TB,h,NO,2.1,5500,Vincent Jackson
17,2014,WR,TB,h,NO,2,3000,Russell Shepard
17,2014,WR,CAR,a,ATL,1.9,6200,Kelvin Benjamin
17,2014,WR,SDG,a,KC,1.9,3000,Seyi Ajirotutu
17,2014,WR,CLE,a,BAL,1.9,3000,Travis Benjamin
17,2014,WR,KC,h,SDG,1.7,3000,Jason Avant
17,2014,WR,WAS,h,DAL,1.7,3000,Ryan Grant
17,2014,WR,WAS,h,DAL,1.7,3000,Andre Roberts
17,2014,WR,CIN,a,PIT,1.7,3000,Dane Sanzenbacher
17,2014,WR,ARI,a,SF,1.6,3000,Ted Ginn
17,2014,WR,LV,a,DEN,1.6,3000,Brice Butler
17,2014,WR,PHI,a,NYG,1.6,3000,Josh Huff
17,2014,WR,BUF,a,NE,1.3,3200,Chris Hogan
17,2014,WR,LV,a,DEN,1.2,3900,Kenbrell Thompkins
17,2014,WR,DAL,a,WAS,0.1,3000,Dwayne Harris
17,2014,WR,CHI,a,MIN,0,3000,Marc Mariani
17,2014,WR,ATL,h,CAR,0,3000,Drew Davis
17,2014,WR,CLE,a,BAL,0,3000,Marlon Moore
17,2014,WR,PIT,h,CIN,0,3000,Darrius Heyward-Bey
17,2014,WR,NYG,h,PHI,0,3000,Kevin Ogletree
17,2014,WR,BUF,a,NE,0,3000,Marcus Easley
17,2014,WR,GB,h,DET,0,3000,Jarrett Boykin
17,2014,WR,KC,h,SDG,0,3800,Albert Wilson
17,2014,WR,ATL,h,CAR,0,3000,Eric Weems
17,2014,WR,NYJ,a,MIA,0,3000,TJ Graham
17,2014,WR,SEA,h,STL,0,3000,Ricardo Lockette
17,2014,WR,MIN,h,CHI,0,3000,Cordarrelle Patterson
17,2014,WR,KC,h,SDG,0,3000,Junior Hemingway
17,2014,WR,DET,a,GB,0,3000,Corey Fuller
17,2014,WR,PHI,a,NYG,0,3000,Brad Smith
17,2014,WR,HOU,h,JAX,0,3000,Keshawn Martin
17,2014,WR,DEN,h,LV,0,3000,Andre Caldwell
17,2014,WR,GB,h,DET,0,3000,Davante Adams
17,2014,WR,SEA,h,STL,0,3000,Chris Matthews
17,2014,WR,NYJ,a,MIA,0,3000,Saalim Hakim
17,2014,WR,SEA,h,STL,0,3000,Bryan Walters
17,2014,WR,CLE,a,BAL,0,3000,Rodney Smith
17,2014,WR,CAR,a,ATL,0,3000,Brenton Bersin
17,2014,WR,NO,a,TB,0,3000,Jalen Saunders
17,2014,WR,IND,a,TEN,0,7400,TY Hilton
17,2014,WR,PIT,h,CIN,0,3000,Lance Moore
17,2014,WR,TEN,h,IND,0,3000,Kris Durham
17,2014,WR,NE,h,BUF,0,3000,Matthew Slater
17,2014,WR,KC,h,SDG,0,3000,Frankie Hammond
17,2014,WR,DAL,a,WAS,0,3000,Devin Street
17,2014,WR,MIA,h,NYJ,0,5600,Mike Wallace
17,2014,WR,ARI,a,SF,0,3000,Jaron Brown
17,2014,WR,BUF,a,NE,0,3000,Marcus Thigpen
17,2014,WR,CHI,a,MIN,0,3000,Josh Bellamy
17,2014,WR,BAL,h,CLE,0,3000,Jacoby Jones
17,2014,WR,SF,h,ARI,0,3000,Bruce Ellington
17,2014,WR,TEN,h,IND,0,4300,Nate Washington
17,2014,WR,IND,a,TEN,0,3000,Joshua Cribbs
17,2014,TE,IND,a,TEN,22.6,4700,Coby Fleener
17,2014,TE,MIA,h,NYJ,15.5,4300,Charles Clay
17,2014,TE,KC,h,SDG,15.4,4600,Travis Kelce
17,2014,TE,WAS,h,DAL,15,3500,Jordan Reed
17,2014,TE,CHI,a,MIN,13.9,5300,Martellus Bennett
17,2014,TE,DEN,h,LV,13.6,3000,Virgil Green
17,2014,TE,IND,a,TEN,12.1,3000,Jack Doyle
17,2014,TE,NO,a,TB,11.4,6700,Jimmy Graham
17,2014,TE,TEN,h,IND,11.3,4400,Delanie Walker
17,2014,TE,CIN,a,PIT,11,3200,Jermaine Gresham
17,2014,TE,SDG,a,KC,10.7,5900,Antonio Gates
17,2014,TE,NYJ,a,MIA,10.3,3200,Jeff Cumberland
17,2014,TE,PHI,a,NYG,9.6,5100,Zach Ertz
17,2014,TE,GB,h,DET,9,3000,Richard Rodgers
17,2014,TE,DAL,a,WAS,8.9,5000,Jason Witten
17,2014,TE,CAR,a,ATL,7.5,3000,Ed Dickson
17,2014,TE,CLE,a,BAL,7.1,4400,Jordan Cameron
17,2014,TE,PHI,a,NYG,7.1,3000,Brent Celek
17,2014,TE,PIT,h,CIN,7.1,4500,Heath Miller
17,2014,TE,STL,a,SEA,6.7,3400,Jared Cook
17,2014,TE,BAL,h,CLE,6.6,3200,Owen Daniels
17,2014,TE,NYJ,a,MIA,6.4,3000,Jace Amaro
17,2014,TE,NYJ,a,MIA,6.4,3000,Zach Sudfeld
17,2014,TE,TB,h,NO,6.1,3000,Brandon Myers
17,2014,TE,CIN,a,PIT,6.1,3000,Ryan Hewitt
17,2014,TE,ARI,a,SF,5.9,3000,Darren Fells
17,2014,TE,DET,a,GB,5.8,3000,Eric Ebron
17,2014,TE,BUF,a,NE,5.5,3000,Marqueis Gray
17,2014,TE,MIN,h,CHI,5.3,3000,Rhett Ellison
17,2014,TE,SEA,h,STL,5.2,4200,Luke Willson
17,2014,TE,CAR,a,ATL,4.7,5600,Greg Olsen
17,2014,TE,NYG,h,PHI,4.6,3500,Larry Donnell
17,2014,TE,LV,a,DEN,4.6,3300,Mychal Rivera
17,2014,TE,CHI,a,MIN,4.5,3000,Dante Rosario
17,2014,TE,WAS,h,DAL,3.9,3000,Niles Paul
17,2014,TE,NO,a,TB,3.8,3000,Ben Watson
17,2014,TE,MIA,h,NYJ,3.5,3000,Dion Sims
17,2014,TE,ATL,h,CAR,3.4,3000,Levine Toilolo
17,2014,TE,BAL,h,CLE,3.2,3000,Crockett Gillmore
17,2014,TE,SEA,h,STL,3.1,3000,Tony Moeaki
17,2014,TE,ARI,a,SF,3,3000,Rob Housler
17,2014,TE,BUF,a,NE,3,3500,Scott Chandler
17,2014,TE,BUF,a,NE,2.8,3000,Lee Smith
17,2014,TE,STL,a,SEA,2.7,3000,Lance Kendricks
17,2014,TE,NE,h,BUF,2.5,3000,Tim Wright
17,2014,TE,SF,h,ARI,1.9,3000,Vernon Davis
17,2014,TE,HOU,h,JAX,1.8,3000,Ryan Griffin
17,2014,TE,ARI,a,SF,1.6,3000,John Carlson
17,2014,TE,ATL,h,CAR,1.2,3000,Bear Pascoe
17,2014,TE,DAL,a,WAS,1.2,3000,James Hanna
17,2014,TE,CHI,a,MIN,0,3000,Blake Annen
17,2014,TE,CIN,a,PIT,0,3000,Clark Harris
17,2014,TE,PHI,a,NYG,0,3000,Trey Burton
17,2014,TE,PHI,a,NYG,0,3000,James Casey
17,2014,TE,MIN,h,CHI,0,3200,Kyle Rudolph
17,2014,TE,WAS,h,DAL,0,3000,Logan Paulsen
17,2014,TE,TEN,h,IND,0,3000,Matthew Mulligan
17,2014,TE,DET,a,GB,0,3000,Kellen Davis
17,2014,TE,PIT,h,CIN,0,3000,Matt Spaeth
17,2014,TE,JAX,a,HOU,0,3200,Marcedes Lewis
17,2014,TE,DEN,h,LV,0,4900,Julius Thomas
17,2014,TE,NYG,h,PHI,0,3000,Daniel Fells
17,2014,TE,CIN,a,PIT,0,3000,Kevin Brock
17,2014,TE,JAX,a,HOU,0,3000,Nic Jacobs
17,2014,TE,SDG,a,KC,0,3000,John Phillips
17,2014,TE,DAL,a,WAS,0,3000,Gavin Escobar
17,2014,TE,DET,a,GB,0,3000,Brandon Pettigrew
17,2014,TE,MIN,h,CHI,0,3000,Chase Ford
17,2014,TE,KC,h,SDG,0,3000,Anthony Fasano
17,2014,TE,NYJ,a,MIA,0,3000,Chris Pantale
17,2014,TE,SDG,a,KC,0,3000,Ladarius Green
17,2014,TE,CLE,a,BAL,0,3000,Gary Barnidge
17,2014,TE,GB,h,DET,0,3000,Brandon Bostick
17,2014,TE,DEN,h,LV,0,3000,Jacob Tamme
17,2014,TE,NE,h,BUF,0,3000,Michael Hoomanawanui
17,2014,TE,KC,h,SDG,0,3000,Richard Gordon
17,2014,TE,NO,a,TB,0,3000,Josh Hill
17,2014,TE,TB,h,NO,0,3000,Luke Stocker
17,2014,TE,STL,a,SEA,0,3000,Cory Harkey
17,2014,TE,CLE,a,BAL,0,3000,Jim Dray
17,2014,TE,CAR,a,ATL,0,3000,Brandon Williams
17,2014,TE,NYG,h,PHI,0,3000,Adrien Robinson
17,2014,TE,SF,h,ARI,0,3000,Asante Cleveland
17,2014,TE,GB,h,DET,0,3000,Andrew Quarless
17,2014,TE,SDG,a,KC,0,3000,David Johnson
17,2014,TE,TB,h,NO,0,3000,Cameron Brate
17,2014,TE,JAX,a,HOU,0,3000,Clay Harbor
17,2014,TE,TEN,h,IND,0,3000,Chase Coffman
17,2014,TE,HOU,h,JAX,0,3000,CJ Fiedorowicz
17,2014,Def,CAR,a,ATL,31,3000,Panthers DST
17,2014,Def,SEA,h,STL,21,3600,Seahawks DST
17,2014,Def,DAL,a,WAS,18,2800,Cowboys DST
17,2014,Def,DEN,h,LV,17,3500,Broncos DST
17,2014,Def,KC,h,SDG,17,2700,Chiefs DST
17,2014,Def,PIT,h,CIN,16,2800,Steelers DST
17,2014,Def,JAX,a,HOU,13,2500,Jaguars DST
17,2014,Def,GB,h,DET,13,3100,Packers DST
17,2014,Def,BAL,h,CLE,12,3300,Ravens DST
17,2014,Def,HOU,h,JAX,11,3200,Texans DST
17,2014,Def,STL,a,SEA,11,3200,NA
17,2014,Def,PHI,a,NYG,10,3000,Eagles DST
17,2014,Def,IND,a,TEN,10,3100,Colts DST
17,2014,Def,NYJ,a,MIA,9,2300,Jets DST
17,2014,Def,SF,h,ARI,9,3200,49ers DST
17,2014,Def,CHI,a,MIN,9,2700,Bears DST
17,2014,Def,BUF,a,NE,8,2800,Bills DST
17,2014,Def,TB,h,NO,8,2200,Buccaneers DST
17,2014,Def,NO,a,TB,8,2400,Saints DST
17,2014,Def,CIN,a,PIT,7,2500,Bengals DST
17,2014,Def,DET,a,GB,7,3100,Lions DST
17,2014,Def,MIN,h,CHI,6,2900,Vikings DST
17,2014,Def,NYG,h,PHI,6,3000,Giants DST
17,2014,Def,LV,a,DEN,5,2100,NA
17,2014,Def,NE,h,BUF,5,3300,Patriots DST
17,2014,Def,SDG,a,KC,5,2900,NA
17,2014,Def,CLE,a,BAL,2,2900,Browns DST
17,2014,Def,ATL,h,CAR,2,2600,Falcons DST
17,2014,Def,ARI,a,SF,2,3100,Cardinals DST
17,2014,Def,TEN,h,IND,1,2300,Titans DST
17,2014,Def,MIA,h,NYJ,-1,3100,Dolphins DST
17,2014,Def,WAS,h,DAL,-1,2300,Football Team
17,2014,QB,NYJ,a,MIA,30.12,5000,Geno Smith
17,2014,QB,WAS,h,DAL,25.34,5700,Robert Griffin
17,2014,QB,GB,h,DET,24.44,8600,Aaron Rodgers
17,2014,QB,BAL,h,CLE,23.58,6200,Joe Flacco
17,2014,QB,NYG,h,PHI,23.16,7100,Eli Manning
17,2014,QB,DET,a,GB,22.58,6800,Matthew Stafford
17,2014,QB,SF,h,ARI,22.46,6300,Colin Kaepernick
17,2014,QB,PIT,h,CIN,21.98,7300,Ben Roethlisberger
17,2014,QB,PHI,a,NYG,20.88,6700,Mark Sanchez
17,2014,QB,ARI,a,SF,20.64,5000,Ryan Lindley
17,2014,QB,CAR,a,ATL,19.66,7500,Cam Newton
17,2014,QB,DAL,a,WAS,18.96,8000,Tony Romo
17,2014,QB,HOU,h,JAX,17.6,5000,Case Keenum
17,2014,QB,CIN,a,PIT,16.56,6000,Andy Dalton
17,2014,QB,IND,a,TEN,14.9,8700,Andrew Luck
17,2014,QB,MIA,h,NYJ,13.36,7200,Ryan Tannehill
17,2014,QB,MIN,h,CHI,13.16,5900,Teddy Bridgewater
17,2014,QB,NO,a,TB,13.14,8400,Drew Brees
17,2014,QB,CHI,a,MIN,10.78,7400,Jay Cutler
17,2014,QB,JAX,a,HOU,10.78,5000,Blake Bortles
17,2014,QB,BUF,a,NE,9.74,5900,Kyle Orton
17,2014,QB,DEN,h,LV,9.42,8600,Peyton Manning
17,2014,QB,IND,a,TEN,9.4,5000,Matt Hasselbeck
17,2014,QB,SEA,h,STL,9.26,7500,Russell Wilson
17,2014,QB,ATL,h,CAR,9,7700,Matt Ryan
17,2014,QB,LV,a,DEN,8.92,5300,Derek Carr
17,2014,QB,SDG,a,KC,8.84,7300,Philip Rivers
17,2014,QB,TEN,h,IND,8.78,5300,Charlie Whitehurst
17,2014,QB,TB,h,NO,8.2,5200,Josh McCown
17,2014,QB,KC,h,SDG,7.88,5000,Chase Daniel
17,2014,QB,STL,a,SEA,7.72,5200,Shaun Hill
17,2014,QB,CLE,a,BAL,5.98,0,Connor Shaw
17,2014,QB,DEN,h,LV,5.46,5000,Brock Osweiler
17,2014,QB,NE,h,BUF,5.2,5000,Jimmy Garoppolo
17,2014,QB,NE,h,BUF,4.1,7800,Tom Brady
17,2014,QB,GB,h,DET,0.24,5000,Matt Flynn
17,2014,QB,TEN,h,IND,0.18,17,Jordan Palmer
17,2014,QB,LV,a,DEN,0,5000,Matt Schaub
17,2014,QB,NO,a,TB,0,5000,Luke McCown
17,2014,QB,CAR,a,ATL,0,5000,Joe Webb
17,2014,QB,NYJ,a,MIA,0,5000,Michael Vick
17,2014,QB,DAL,a,WAS,0,5000,Brandon Weeden
17,2014,RB,DEN,h,LV,30.7,7000,CJ Anderson
17,2014,RB,MIA,h,NYJ,26.8,5000,Lamar Miller
17,2014,RB,DAL,a,WAS,24.1,8800,DeMarco Murray
17,2014,RB,JAX,a,HOU,20.8,3100,Jordan Todman
17,2014,RB,SF,h,ARI,19.9,4500,Frank Gore
17,2014,RB,HOU,h,JAX,19.6,3000,Alfred Blue
17,2014,RB,CIN,a,PIT,19.4,4800,Giovani Bernard
17,2014,RB,BAL,h,CLE,18.6,6200,Justin Forsett
17,2014,RB,CLE,a,BAL,18.6,3000,Terrance West
17,2014,RB,SEA,h,STL,17.6,7300,Marshawn Lynch
17,2014,RB,GB,h,DET,17.6,6900,Eddie Lacy
17,2014,RB,CIN,a,PIT,16,6000,Jeremy Hill
17,2014,RB,PIT,h,CIN,16,9500,Le'Veon Bell
17,2014,RB,SDG,a,KC,15.5,3500,Branden Oliver
17,2014,RB,CHI,a,MIN,15.4,8500,Matt Forte
17,2014,RB,NYG,h,PHI,15.2,4800,Andre Williams
17,2014,RB,TB,h,NO,14.5,3000,Charles Sims
17,2014,RB,DET,a,GB,14.4,3000,Theo Riddick
17,2014,RB,DAL,a,WAS,14.2,4200,Joseph Randle
17,2014,RB,NO,a,TB,14.1,6500,Mark Ingram
17,2014,RB,TB,h,NO,13.8,3300,Doug Martin
17,2014,RB,LV,a,DEN,13.7,5000,Latavius Murray
17,2014,RB,MIN,h,CHI,12.8,5000,Matt Asiata
17,2014,RB,STL,a,SEA,12.7,3000,Benny Cunningham
17,2014,RB,PHI,a,NYG,12.4,6700,LeSean McCoy
17,2014,RB,WAS,h,DAL,12.3,3300,Roy Helu
17,2014,RB,NO,a,TB,11.7,3500,Khiry Robinson
17,2014,RB,SF,h,ARI,10.7,3000,Bruce Miller
17,2014,RB,NYJ,a,MIA,10.7,3600,Chris Ivory
17,2014,RB,BUF,a,NE,10.5,3000,Anthony Dixon
17,2014,RB,HOU,h,JAX,10.3,7900,Arian Foster
17,2014,RB,PHI,a,NYG,9.8,3000,Chris Polk
17,2014,RB,IND,a,TEN,9.6,4200,Dan Herron
17,2014,RB,TEN,h,IND,9.4,3500,Shonn Greene
17,2014,RB,ATL,h,CAR,9.3,3600,Jacquizz Rodgers
17,2014,RB,CAR,a,ATL,8.9,5700,Jonathan Stewart
17,2014,RB,HOU,h,JAX,8.8,3000,Jonathan Grimes
17,2014,RB,STL,a,SEA,8.7,4500,Tre Mason
17,2014,RB,IND,a,TEN,8.6,3000,Zurlon Tipton
17,2014,RB,NYG,h,PHI,8.4,4500,Rashad Jennings
17,2014,RB,KC,h,SDG,8.2,7600,Jamaal Charles
17,2014,RB,WAS,h,DAL,8.2,4600,Alfred Morris
17,2014,RB,KC,h,SDG,7.6,3400,De'Anthony Thomas
17,2014,RB,SEA,h,STL,7.6,3000,Robert Turbin
17,2014,RB,MIA,h,NYJ,7.2,3000,Daniel Thomas
17,2014,RB,BUF,a,NE,7.2,5900,Fred Jackson
17,2014,RB,LV,a,DEN,7.1,3000,Marcel Reece
17,2014,RB,DET,a,GB,7.1,5000,Reggie Bush
17,2014,RB,LV,a,DEN,7.1,3000,Jamize Olawale
17,2014,RB,DEN,h,LV,6.8,5000,Ronnie Hillman
17,2014,RB,ARI,a,SF,6.7,3500,Kerwynn Williams
17,2014,RB,NE,h,BUF,6.2,4400,LeGarrette Blount
17,2014,RB,DET,a,GB,6,6000,Joique Bell
17,2014,RB,PHI,a,NYG,5.8,4000,Darren Sproles
17,2014,RB,SDG,a,KC,5.7,3600,Donald Brown
17,2014,RB,STL,a,SEA,5,3000,Zac Stacy
17,2014,RB,NE,h,BUF,4.5,4100,Shane Vereen
17,2014,RB,MIA,h,NYJ,4.2,3000,Damien Williams
17,2014,RB,MIN,h,CHI,4.1,3000,Joe Banyard
17,2014,RB,CAR,a,ATL,4.1,3000,Fozzy Whittaker
17,2014,RB,LV,a,DEN,3.9,3000,Darren McFadden
17,2014,RB,ATL,h,CAR,3.6,3600,Devonta Freeman
17,2014,RB,CLE,a,BAL,3.2,3800,Isaiah Crowell
17,2014,RB,ARI,a,SF,3.2,3000,Marion Grice
17,2014,RB,TEN,h,IND,3.1,3000,Antonio Andrews
17,2014,RB,IND,a,TEN,3,3000,Trent Richardson
17,2014,RB,NO,a,TB,2.9,3000,Travaris Cadet
17,2014,RB,BUF,a,NE,2.9,4200,CJ Spiller
17,2014,RB,NE,h,BUF,2.8,3000,James White
17,2014,RB,NYJ,a,MIA,2.7,3400,Chris Johnson
17,2014,RB,ARI,a,SF,2.6,3000,Stepfan Taylor
17,2014,RB,GB,h,DET,2.6,3000,James Starks
17,2014,RB,ARI,a,SF,2.5,3000,Robert Hughes
17,2014,RB,KC,h,SDG,2.3,3500,Knile Davis
17,2014,RB,PIT,h,CIN,2.1,3000,Will Johnson
17,2014,RB,DET,a,GB,1.9,3000,Jed Collins
17,2014,RB,WAS,h,DAL,1.9,3000,Darrel Young
17,2014,RB,BAL,h,CLE,1.8,3000,Fitzgerald Toussaint
17,2014,RB,NE,h,BUF,1.5,3000,Brandon Bolden
17,2014,RB,CAR,a,ATL,1.2,3000,Mike Tolbert
17,2014,RB,SF,h,ARI,1.1,3000,Alfonso Smith
17,2014,RB,TEN,h,IND,0.8,3600,Bishop Sankey
17,2014,RB,JAX,a,HOU,0.8,3800,Toby Gerhart
17,2014,RB,BAL,h,CLE,0.8,3000,Bernard Pierce
17,2014,RB,PIT,h,CIN,0.7,3000,Josh Harris
17,2014,RB,GB,h,DET,0.6,3000,John Kuhn
17,2014,RB,DEN,h,LV,0.5,3000,Jeremy Stewart
17,2014,RB,DAL,a,WAS,0.4,3600,Lance Dunbar
17,2014,RB,NYJ,a,MIA,0.3,3000,John Conner
17,2014,RB,MIN,h,CHI,0.3,3000,Jerome Felton
17,2014,RB,SEA,h,STL,0.2,3000,Christine Michael
17,2014,RB,TEN,h,IND,0.2,4200,Leon Washington
17,2014,RB,SEA,h,STL,0.2,3000,Will Tukuafu
17,2014,RB,NE,h,BUF,0,3000,James Develin
17,2014,RB,CHI,a,MIN,0,3000,Montell Owens
17,2014,RB,SF,h,ARI,0,3000,Phillip Tanner
17,2014,RB,NYJ,a,MIA,0,3000,Bilal Powell
17,2014,RB,CIN,a,PIT,0,3000,Rex Burkhead
17,2014,RB,MIN,h,CHI,0,3000,Zach Line
17,2014,RB,NYG,h,PHI,0,3000,Orleans Darkwa
17,2014,RB,WAS,h,DAL,0,3000,Silas Redd
17,2014,RB,JAX,a,HOU,0,3000,Storm Johnson
17,2014,RB,STL,a,SEA,0,3000,Trey Watts
17,2014,RB,JAX,a,HOU,0,3000,Will Ta'ufo'ou
17,2014,RB,STL,a,SEA,0,3000,Chase Reynolds
17,2014,RB,NO,a,TB,0,3000,Erik Lorig
17,2014,RB,CHI,a,MIN,0,3000,Senorise Perry
17,2014,RB,KC,h,SDG,0,3000,Charcandrick West
17,2014,RB,KC,h,SDG,0,3000,Anthony Sherman
17,2014,RB,TB,h,NO,0,3000,Bobby Rainey
17,2014,RB,DET,a,GB,0,3000,George Winn
17,2014,RB,TEN,h,IND,0,3000,Jackie Battle
17,2014,RB,NYG,h,PHI,0,3000,Chris Ogbonnaya
17,2014,RB,LV,a,DEN,0,3000,George Atkinson
17,2014,RB,CLE,a,BAL,0,3000,Shaun Draughn
17,2014,RB,NYG,h,PHI,0,3000,Henry Hynoski
17,2014,RB,SDG,a,KC,0,3000,Ronnie Brown
17,2014,RB,ATL,h,CAR,0,3000,Patrick DiMarco
17,2014,RB,CIN,a,PIT,0,3000,Cedric Peerman
17,2014,RB,DAL,a,WAS,0,3000,Tyler Clutts
17,2014,RB,BAL,h,CLE,0,3000,Kyle Juszczyk
17,2014,RB,HOU,h,JAX,0,3000,Jay Prosch
17,2014,WR,NYJ,a,MIA,41.1,4800,Eric Decker
17,2014,WR,NYG,h,PHI,39.5,9600,Odell Beckham
17,2014,WR,ARI,a,SF,38.3,3700,Michael Floyd
17,2014,WR,PIT,h,CIN,34.8,8500,Antonio Brown
17,2014,WR,HOU,h,JAX,32.4,4900,Andre Johnson
17,2014,WR,PHI,a,NYG,27.5,4600,Jordan Matthews
17,2014,WR,DAL,a,WAS,25.9,8500,Dez Bryant
17,2014,WR,NYG,h,PHI,24.8,4800,Rueben Randle
17,2014,WR,GB,h,DET,23.6,7300,Randall Cobb
17,2014,WR,DEN,h,LV,22.5,8500,Demaryius Thomas
17,2014,WR,ATL,h,CAR,20.4,6300,Roddy White
